Region Oil Gas
Western 12405 5001588
Western 4642280 21396174
Central 3313272 39835849
Central 1397950 9255096
Western 4 285723
Central 2119519 24631207
Central 496329 15102140
Central 1618597 31929675
Central 15087815 44022111
Central 92827 99941
Western 200169 389970
Central 463 16486361
Western 1814866 17945049
Central 685754 20210798
Western 30870 12555721
Western 1154 113783
Central 72 1093710
Central 13271159 52885896
Western 112 81154
Western 1836366 17780994
Central 2226916 16741465
Central 3007201 11606929
Central 40027 25510
Central 469044 36197559
Western 72645 15257471
Central 2205992 24836385
Central 931984 15853981
Western 9744 8335653
Central 760897 7673410
Central 3614494 42232447
Western 14659 8232271
Western 155879 3620806
Central 1205242 13232143
Central 1918963 35725323
Central 7807514 13093970
Central 423537 29083402
Central 2125252 11856793
Central 7702168 33740190
Central 2213279 16040439
Central 1118031 22559768
Central 1993568 25360943
Central 471576 15276453
Central 41 414008
Central 2895778 35584906
Western 0 240879
Central 201935 3239732
Central 14 480269
Central 989977 1194997
Central 18274 14273
Central 1679550 2815720
Central 1514570 12105481
Central 13272203 50466757
Central 2366429 15466538
Western 670 1575476
Central 3739071 45834839
Central 1172397 11828970
Central 1300163 13269141
Western 202907 4588847
Western 145068 3320324
Central 12448 283746
Western 11947 4736944
Western 696631 24841187
Central 4400836 17836075
Central 21973 332037
Central 970548 10509080
Central 18298 128707
Central 860502 5519680
Western 745351 9375433
Central 962376 17170510
Central 972663 11755191
Central 71485 549302
Central 2279717 16917575
Central 28 664579
Central 6430192 10404710
Central 680214 7307625
Western 1172315 1297927
Central 1217927 6854151
Central 1304137 26079266
Central 2675977 29197592
Central 3330739 29088531
Central 12749278 41284733
Western 13509 4779503
Central 101230 1018666
Central 5840956 14875093
Central 330189 26088404
Western 24813 13073277
Western 207188 1985428
Central 1908333 33715888
Central 73 397270
Central 6295778 15057511
Western 88817 19478982
Central 28 318912
Western 938272 1215063
Western 4065370 24382222
Central 16020 146512
Central 193992 3548182
Western 3863 1621702
Central 1795014 10943010
Western 1320331 6434119
Western 4164372 24383199
Central 1900502 25926590
Central 35491 19222
Central 6526732 18845533
Central 248040 3545070
Central 296458 31542986
Central 1659361 32551604
Western 2621572 14768010
Central 20864 514572
Central 34366 337513
Central 428693 14699212
Central 14510 139924
Central 695532 30272023
Western 1097 132344
Central 59285 738311
Central 1070099 7732231
Central 747667 8003076
Central 828702 36760182
Central 2221 10212748
Central 412039 32648908
Central 1716789 4035842
Central 7 149015
Western 23114 8884975
Central 1195644 23819517
Central 2647381 21892702
Central 2070614 14204408
Central 1162033 15541158
Western 118 1233766
Central 4907407 17361802
Central 2114819 23310714
Central 85156 315930
Central 27331 26210
Central 723787 38226106
Western 11 257354
Central 18343 231324
Central 1105490 25270108
Central 1248240 9706507
Western 113319 19960135
Central 1111484 10604186
Central 225315 3636382
Central 2656 18266839
Central 1416081 15033033
Central 2285433 20604247
Central 2480652 28784207
Central 629661 5098145
Central 1777711 19472767
Central 655337 17155770
Western 139344 7295777
Central 39 297707
Western 875 1109150
Central 44296 367440
Western 12991 10214559
Central 2016295 13476417
Western 3042131 13667592
Central 103395 4274452
Central 2603096 29921947
Central 491202 7376356
Central 292011 2294722
Western 106 40363
Central 10742489 40371871
Central 150274 2911859
Western 624294 723745
Central 25200 320404
Central 1852952 3585958
Western 19441 6350409
Western 963 310356
Western 251 33115
Western 790015 29906664
Western 168958 4403964
Western 1114 142766
Western 542205 7580799
Central 1967514 24288449
Central 1968485 15950395
Western 548678 7673831
Central 2058617 25172915
Central 867433 6844005
Central 2793470 30700516
Central 2113103 22897769
Central 1053438 9021237
Central 495010 30584440
Central 1960513 13804847
Western 8804 6895321
Central 1172819 16048683
Central 682599 20490512
Central 6529114 16728807
Western 499 1569516
Central 28752 216075
Central 18953 490933
Central 581473 36478618
Western 569 1294414
Central 0 573255
Central 1733791 3099996
Western 92296 2670077
Central 1080542 6590330
Central 1004990 2073704
Central 792 9986763
Western 815718 1107254
Central 5628716 13573969
Central 1123 8181652
Western 14658 4502754
Western 209160 1895920
Central 230288 2364244
Central 1391389 1657695
Western 765643 32256409
Western 16773 7666170
Central 3001361 32358029
Central 415035 12913959
Central 1082504 24838175
Western 75136 17128051
Central 2852296 5761067
Western 44820 8435041
Central 364882 31300636
Central 2041828 23815103
Central 745828 12008317
Central 15160 316628
Western 3660385 21206538
Western 15985 4787710
Western 368961 7238429
Western 222625 5301253
Central 1955086 25717263
Western 1678752 17325251
Western 142533 7219458
Central 1411939 28034395
Western 146951 1471818
Central 15511 6225
Central 7456633 16879240
Central 2148 9621800
Western 865014 28537955
Central 562529 44914795
Western 243520 392587
Western 190547 2506259
Central 10228 69425
Central 2456063 25505521
Central 2923354 36301567
Western 34864 8729386
Western 24249 9035462
Central 1803086 21855097
Central 2307075 14065372
Central 1100422 2108477
Western 778465 2206197
Western 1385 124724
Central 1408 16689600
Central 171874 1520720
Central 1686214 11479006
Central 3220346 14966119
Central 1557467 2247944
Western 8683 7137842
Central 2769449 24967189
Central 6494956 14965597
Central 1621682 2335321
Central 9 257806
Central 48 1028526
Western 645 1395994
Western 3078759 16023879
Central 52857 456369
Western 15436 3698974
Central 900267 10769694
Central 10254686 35994892
Western 160599 4090623
Western 514 1995692
Western 20090 8424493
Central 3579041 43526119
Central 1741585 13256480
Central 2115400 4105234
Central 1839455 32820526
Central 7254920 19049969
Central 673707 6487438
Western 191440 2871115
Central 721395 7077181
Central 306749 4715841
Central 3411322 4735855
Central 1596847 30854845
Central 29 526720
Western 16610 4377469
Central 6632014 29602570
Central 869096 6725321
Central 308007 9015259
Central 246310 3530903
Western 66 678653
Central 1039 7545351
Central 820293 6106748
Western 353830 6055151
Central 990347 23564916
Western 770286 26552693
Western 397 1572799
Central 165229 1841965
Central 24158 23776
Western 4188440 20901402
Central 1762893 10038637
Central 16945 292974
Central 353866 12452054
Central 71 351434
Western 6847 2715428
Western 2804939 20227901
Central 45491 43965
Central 3656119 41956178
Central 1098211 8326959
Western 16514 7761668
Central 612583 37165458
Central 15494485 48519002
Central 1911571 20634415
Central 854517 1573282
Central 2263287 24767365
Western 7304 2723923
Central 658 7477965
Central 2106607 19730076
Western 144956 3250089
Central 13944 195247
Central 4693331 19239362
Central 2118308 27893207
Central 1905653 16383967
Western 2851527 14846407
Central 2268645 12256679
Central 410499 13610886
Western 111387 20429874
Central 2206 14138927
Central 112565 424720
Central 19925 217600
Central 1267906 8599363
Western 76 490592
Western 3383922 18760583
Western 91 1507768
Western 138 223216
Central 2256884 26680535
Central 769 15836394
Central 4792 190407
Central 7480447 13474752
Central 1231146 11678072
Central 56961 693637
Central 15788249 55379795
Central 2548500 24421166
Western 15349 4139436
Central 446009 3050514
Central 2622719 17336450
Western 24806 7516273
Western 22226 6123223
Central 1278625 14978067
Central 41 327011
Western 58386 11578130
Central 206557 3736742
Central 233631 3363994
Central 1401386 3944381
Western 8875 2921400
Central 2310789 22062482
Central 2806915 34595362
Western 156142 3194192
Central 1561949 11401675
Western 204154 6313513
Western 2262196 25011585
Central 6659169 31370728
Central 2531831 20745675
Central 1745590 13907369
Western 367264 6085154
Central 4432191 12063128
Western 977469 950772
Western 4639 1269348
Central 787608 22730121
Central 101688 74251
Western 2443242 23661460
Western 3107042 16227154
Central 12 572530
Western 142769 799395
Central 12817 5900
Western 42108 1686198
Central 2 90102
Western 4336571 19767718
Central 2506625 26413122
Central 572772 20310826
Central 448061 2756932
Central 25826 13623
Western 57 712770
Western 1863008 2415443
Western 1192236 37581322
Central 2732966 23410000
Central 905721 7054815
Western 569 1186218
Central 3631972 41079631
Western 185730 7476545
Central 2490228 4617027
Central 3961371 44944692
Western 5787 1267650
Central 1816034 10974088
Western 456 256556
Western 29033 13456163
Central 1416091 26165251
Central 2282755 15311059
Central 12835562 40058479
Central 145151 3098344
Western 2507945 12976291
Central 1200536 1770916
Central 1940315 13241455
Central 1831758 12871899
Central 48071 56396
Central 35 1382631
Western 198578 2574815
Central 2071872 3010124
Central 1849065 25126216
Central 419500 13701844
Central 17530 378328
Western 2997190 16168025
Central 396175 34490935
Central 2663813 20925334
Central 6279986 9828729
Western 2930997 15168962
Central 1228018 25414617
Western 181378 4760113
Central 604868 6968685
Western 204863 1861875
Central 433768 36924363
Western 15011 2586795
Western 1203 211238
Central 1016633 21260966
Central 1973982 12985831
Central 546093 41338879
Central 976610 12673540
Central 816521 4828268
Central 25 918409
Central 1480215 8498670
Western 111858 18426787
Central 84157 522900
Central 1943707 20012839
Central 35 468674
Central 2293872 19444440
Western 186301 2985861
Western 1354551 44401355
Central 5391177 13783845
Western 255540 3324068
Central 808763 20235836
Western 115 35780
Central 1220864 10701180
Central 1540 10036636
Western 30224 8704915
Central 2383546 25538923
Central 322897 7799810
Central 12079669 40521569
Central 22059 297331
Western 20741 8409544
Central 11185792 40785632
Central 3448730 41589708
Central 231313 2637817
Central 1683780 35285302
Central 2348836 14995372
Central 758790 4131529
Central 1730418 11469681
Central 1407361 8864344
Central 51785 45249
Western 184 38358
Central 2739255 34465613
Central 689022 7535534
Central 2192657 19333922
Western 664411 23552123
Central 798033 9580970
Central 337383 4802364
Central 1653071 20435823
Central 2233817 18626796
Western 25680 9680181
Central 58296 581166
Central 2966543 33214825
Central 70519 405290
Central 309552 3678116
Central 2106293 15619919
Western 8720 4593936
Central 61619 653834
Central 2294927 17587779
Western 76 1426437
Central 1514157 9487216
Central 5774525 14929508
Western 2444778 24813867
Central 27098 549092
Western 2504406 28064737
Western 7046 3470852
Western 3417337 16308251
Western 337 276511
Central 1258986 10745717
Central 1320529 16642912
Western 152324 4480011
Central 69503 745775
Central 469105 32964206
Central 152901 2216435
Central 1317002 11117619
Western 108 1524228
Western 138 1027069
Central 71928 374185
Western 3235311 19008992
Western 1904319 17108805
Central 61 978640
Western 529405 1144372
Western 13276 5500047
Western 77 107513
Western 851897 865894
Central 2564398 19289994
Western 2577979 13827551
Central 189502 2412337
Western 2344335 22415863
Western 1086088 33848178
Western 478828 690343
Central 1927378 14278847
Western 1359992 44209127
Central 0 196399
Central 3580 13883525
Western 158051 7508319
Central 1200684 10052985
Central 87843 291552
Central 520484 3755790
Central 1927859 12218900
Central 474984 33049736
Western 2414285 20854455
Western 1105991 1209237
Western 412 1522579
Central 833993 14304118
Central 558543 5662121
Central 16 369293
Central 2382319 20545407
Central 18242 355328
Western 3030328 9327175
Western 660385 576067
Central 1773995 8736362
Western 1318009 1916816
Central 359738 4273611
Central 14884 17020
Western 642949 1579081
Western 127 1547619
Central 2197159 16683408
Western 17829 10501521
Western 204277 1860497
Central 281057 4120806
Central 332925 4061800
Central 2258524 25157294
Western 4062195 24452249
Central 10071732 38006371
Central 3625885 28333111
Central 2043457 24087497
Central 90 370579
Western 12826 1665794
Western 69056 14235711
Western 16102 7545832
Western 88779 16708117
Central 1391169 30341665
Central 968794 10665016
Central 21 499276
Central 1550532 29845840
Central 894566 6878428
Central 2050742 23352245
Western 119 1550967
Central 326 8716700
Western 726140 24354994
Central 4856527 12276145
Central 861136 5911033
Central 177212 1727962
Central 1766804 18482241
Central 58508 36069
Central 40 579900
Central 31599 42070
Central 468845 35076212
Central 1878583 24680252
Central 5548672 8857852
Western 2876732 18113078
Western 498 1526703
Central 1921721 3061594
Western 3779314 20784085
Central 65759 387231
Central 1577467 10010213
Western 813314 29298752
Western 2926898 19132330
Central 4453773 16262002
Central 3996625 30262907
Western 53 29866
Western 6246 4563602
Central 728409 7142488
Western 2215090 25915470
Central 1335941 10651539
Central 2058 11692351
Western 280355 5307865
Central 574015 4141799
Central 1941 13420516
Central 17799 449854
Western 178602 3699156
Central 1315116 26327093
Central 2626006 34242580
Central 2018 13399803
Central 5425246 13187400
Western 495 1106666
Central 1351493 13296494
Western 206446 1902225
Western 2893879 14758373
Western 739370 25817978
Central 548808 17740692
Central 46 1525570
Western 366 1600482
Western 2442181 16208061
Western 711098 6927499
Central 16216 326790
Central 354557 27479978
Central 2653700 26661530
Central 2616342 27202048
Central 106590 120124
Central 2031195 3645333
Western 824530 26219065
Western 304664 7593782
Central 35812 22594
Central 1516251 13018505
Central 5277676 19872937
Central 1624898 33501597
Central 867435 10143959
Western 324 1541660
Central 6791076 17510192
Central 1514370 6115011
Central 2023576 12285401
Central 1845749 3031423
Central 74673 328849
Central 14825503 51863327
Western 27715 5607405
Central 945405 24459067
Western 10229 4299654
Western 298897 5552327
Western 59 15003
Central 5934228 17698425
Central 9 258215
Central 131021 2829575
Central 106895 996434
Western 7720 4434231
Central 2030787 20137244
Central 1234788 15747023
Central 2146993 16648133
Western 3412214 15700507
Central 349693 30850110
Central 778221 1404764
Central 16569 74627
Central 5742991 14360822
Central 89355 677425
Western 78978 15710770
Western 834355 21156432
Western 93940 15900508
Central 773584 4725337
Western 8917 1922011
Central 1447525 12345393
Western 160065 7926168
Western 290202 7160280
Central 23205 208251
Central 2638031 26409621
Central 51899 45780
Central 777015 11472498
Central 863901 23407904
Western 147311 3567643
Central 589068 18745729
Central 48 1060279
Western 11602 7674456
Western 1105869 34353837
Western 777027 1977250
Western 11402 3948847
Central 1046227 1260646
Western 158032 7229219
Western 150221 3466089
Central 1188740 22492287
Central 2255596 26543438
Western 296619 5755287
Central 1800209 10662236
Central 1630890 9788701
Central 3574332 13625216
Western 335975 6099870
Western 111432 21264888
Western 1108195 34834914
Central 199628 2785097
Central 25 536008
Central 5008170 11951007
Western 30061 8148642
Central 3246557 22985606
Central 1403931 8462299
Central 2674839 21722891
Central 2088539 11036198
Central 1128150 20875964
Central 995980 25242972
Central 246545 4095905
Central 2125065 22357774
Western 149700 931398
Central 67373 583443
Western 67531 13255492
Central 17454 340361
Central 12564057 40339938
Central 45 304013
Central 16472 334700
Central 969199 13629237
Central 1087789 24042661
Western 77 1257
Central 2380661 18926129
Central 2232313 17982854
Central 2568489 15101101
Western 82131 18914232
Central 991787 14152722
Central 1457394 29931386
Central 467524 37384984
Central 3672350 33465571
Central 471081 36031517
Central 7036041 17508972
Western 24132 12448309
Central 1161809 14738195
Central 1105332 10575706
Western 20170 10845547
Central 15773 117056
Central 890479 8484717
Central 1 447182
Central 2468307 19852359
Central 819 10146830
Western 200129 4047759
Central 2263346 15433269
Central 2371858 17111920
Central 1151852 14815497
Western 63 36822
Central 18 313255
Central 1812 12015204
Central 16831 313955
Central 995593 11836500
Western 39917 14892459
Central 557289 36129086
Western 2194587 8479689
Central 16860 386814
Central 52 1261422
Central 2133850 14592683
Central 154769 1409171
Western 18669 8487166
Central 2485252 27587452
Central 408609 14217505
Central 217507 3017532
Central 1730795 3821409
Western 12456 7471704
Central 3111398 29053637
Central 23023 12411
Central 1918 1661751
Central 2597239 20081389
Western 26946 10490105
Central 581974 5293090
Western 29770 6941129
Central 1513255 12043533
Western 1042 181808
Central 262214 4048234
Central 76060 296003
Central 2068831 16948603
Central 1234078 12739927
Western 955618 1291828
Central 2054083 21990282
Central 795701 11636398
Central 1379707 9836697
Central 14058 525660
Central 2773399 12408587
Central 1309271 28123102
Central 1484260 3942117
Central 1333370 2020509
Central 1446 8902278
Central 1911145 11342565
Central 1844635 19275289
Central 2235270 26479376
Central 883183 1845299
Western 16814 8743377
Central 1757695 21015302
Western 766019 723397
Central 1444040 11259778
Western 1336 1196190
Central 444909 35636401
Central 608444 4951593
Central 2133284 20327785
Central 1385910 16772548
Western 107313 22675274
Western 14767 5092843
Central 2257923 16934425
Central 748 9515657
Western 367 1410425
Western 159908 6406848
Western 1154716 35350418
Central 974696 6030614
Central 412631 32978555
Central 1209571 10806164
Central 1351766 10940958
Central 1075558 18136153
Central 5423808 13193792
Central 1238326 13999986
Central 11513 260970
Western 179 242495
Central 1505982 11636249
Western 4510448 27417449
Central 678569 20478584
Central 685469 22264871
Central 2198057 17493776
Western 327 1594682
Central 4138746 31383331
Central 3533325 43581070
Central 322252 4527306
Central 1209095 11165075
Central 720979 22838613
Central 1633872 7428087
Central 32247 45104
Central 2659790 11721712
Central 245425 3959181
Central 1528123 11300195
Western 893289 1092548
Central 96968 148798
Central 78573 744175
Central 1652143 22747512
Central 28627 45771
Central 14626 405998
Central 2531233 24900258
Western 69978 16293754
Central 2744081 3940412
Central 84470 352389
Central 810653 20497105
Central 1334649 10697094
Western 56563 12321837
Central 667721 6910473
Central 413072 13676559
Central 16191 325102
Central 2979666 25297620
Western 13977 7761409
Central 116930 516430
Western 30049 12485393
Central 1933558 13538868
Central 2484670 26202346
Central 31115 46586
Western 1183 162986
Central 518972 41830639
Central 899 8607785
Central 42 326257
Western 1008059 5418544
Central 841671 10432931
Western 0 273736
Western 185093 7336346
Central 11218919 38197169
Central 11308 142419
Western 879225 37723204
Central 12519265 46269166
Central 1212890 23931172
Central 980530 7172642
Central 2000656 23807758
Western 27587 10666896
Central 2268851 19141879
Central 1029109 8617988
Central 32203 807964
Central 14282 386418
Central 27 1001576
Central 1972842 3732368
Western 162516 3862631
Western 81033 15833447
Central 18148 215226
Western 9997 6447247
Central 28370 56277
Central 286627 4876590
Central 934668 36926159
Central 2411355 25271743
Central 2047512 17109864
Central 2092225 13928913
Central 349 8429918
Central 11305808 42648098
Central 1910235 10502565
Central 54968 3016909
Central 1496594 12534022
Central 262889 3036387
Central 283053 6217073
Western 28766 7265800
Central 13979720 52303260
Central 15260 321217
Central 3792893 35218630
Central 2442161 3603345
Central 18575 254199
Central 2143575 17197281
Central 17110 397829
Western 2 1046469
Central 40321 22550
Western 508 181877
Western 15412 4604273
Central 1393 9803959
Western 139310 3268995
Western 2246447 17888743
Western 710922 23559621
Central 299104 4925054
Central 396904 1934508
Western 737268 2124660
Central 1985653 26078388
Western 122218 2460001
Central 9406805 33469645
Central 1430919 28771126
Western 1931908 17898053
Central 73353 247313
Western 1933639 16903150
Central 12066 389780
Central 654578 38182115
Central 780012 35698727
Western 1049392 30955463
Central 828811 21063143
Central 2862482 32141802
Western 247450 3281327
Central 2069444 27943781
Central 418452 33611714
Central 292555 3750325
Western 2342 282243
Western 69 1045069
Central 2060891 14143147
Central 2248400 10133694
Central 887726 8762415
Central 80347 890464
Central 55 6297698
Central 208435 3285777
Central 12787 321625
Central 2255702 25064820
Central 1335321 15015055
Central 1268844 21637351
Central 3079053 32372055
Central 118444 584817
Central 2656488 5300009
Central 2784450 29044267
Central 1166867 12287872
Western 151389 4983497
Western 164585 3224345
Central 3487456 13675464
Western 3 235851
Central 1097401 22364530
Central 3776478 44532737
Western 707149 28652810
Western 256845 6126208
Central 2072883 13673127
Central 634030 39794647
Western 563330 8166173
Central 1434511 10335569
Western 4747930 30356964
Western 53626 9108560
Central 5562089 14881599
Central 1918844 2847984
Western 348 1299576
Central 0 265053
Central 1724900 3369729
Central 5298020 15116934
Central 1772650 9195868
Central 3486150 41340000
Central 8647070 23180387
Central 2180943 10094224
Western 369 1355896
Central 1170141 10756915
Central 3063333 38218783
Central 1503911 21627589
Western 86573 20074618
Central 0 8543
Western 170358 7757420
Central 272949 18729362
Central 1100850 11364560
Western 197603 1249015
Western 23980 6376868
Central 3754210 8130574
Western 30120 9232169
Central 1960 11958290
Central 2390427 17303159
Central 58792 339204
Central 550450 6891812
Central 2333752 25180318
Western 15175 10045073
Central 3625854 32339241
Central 528208 33097225
Central 1026287 15183998
Central 391366 2702276
Central 9759908 37146833
Central 1940598 27702073
Central 2345794 10939171
Western 140 99630
Central 3677502 29599546
Central 327 5891682
Central 1993242 16376748
Central 19059 473328
Central 1438317 2128798
Western 165471 4023546
Central 2370520 27586433
Western 841614 24931205
Central 4552079 8669198
Central 1297 12619411
Central 1230861 15668778
Western 660148 9367816
Western 14523 10149794
Central 11200450 37013022
Western 1911 204948
Central 1904 7787682
Central 69663 164147
Western 1153868 1186310
Central 1959401 12703959
Central 1368810 23842797
Western 2216603 25353489
Central 2622872 35264056
Central 1290657 16573468
Central 2661520 11962440
Central 262583 6405072
Western 209087 2289682
Western 3061587 18395638
Western 493 1101189
Western 78 22518
Central 5 309396
Central 1172704 1594379
Central 1319651 7620929
Central 11181 109148
Central 32183 193014
Western 14864 8426591
Central 15405 308852
Central 1097218 13139102
Western 854 1474206
Central 2570918 12052285
Central 1770248 3267939
